sample-id	forward-absolute-filepath	reverse-absolute-filepath		Full_ID	Pig	Date_mddyy	Timepoint	Dorsal_Ventral	Burn_Excisional	Infection_Group	Replicate	SampleType	ExGroup
Kalan16S006-169	/Users/karindadelacruz/LK16S006/16SKalan16S006-169-16S_S170_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-169-16S_S170_L001_R2_001.fastq.gz		WM1-060122-V-B-A-2	WM1	60122	5	V	B	A	2	Gauze in PBS	WM1-5-V-B-A
Kalan16S006-170	/Users/karindadelacruz/LK16S006/16SKalan16S006-170-16S_S171_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-170-16S_S171_L001_R2_001.fastq.gz		WM1-060122-V-B-B-1	WM1	60122	5	V	B	B	1	Gauze in PBS	WM1-5-V-B-B
Kalan16S006-171	/Users/karindadelacruz/LK16S006/16SKalan16S006-171-16S_S172_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-171-16S_S172_L001_R2_001.fastq.gz		WM1-060122-V-E-B-1	WM1	60122	5	V	E	B	1	Gauze in PBS	WM1-5-V-E-B
Kalan16S006-172	/Users/karindadelacruz/LK16S006/16SKalan16S006-172-16S_S173_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-172-16S_S173_L001_R2_001.fastq.gz		WM1-060122-V-E-B-2	WM1	60122	5	V	E	B	2	Gauze in PBS	WM1-5-V-E-B
Kalan16S006-173	/Users/karindadelacruz/LK16S006/16SKalan16S006-173-16S_S174_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-173-16S_S174_L001_R2_001.fastq.gz		WM1-060122-V-B-B-2	WM1	60122	5	V	B	B	2	Gauze in PBS	WM1-5-V-B-B
Kalan16S006-174	/Users/karindadelacruz/LK16S006/16SKalan16S006-174-16S_S175_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-174-16S_S175_L001_R2_001.fastq.gz		WM1-060122-V-B-C-1	WM1	60122	5	V	B	C	1	Gauze in PBS	WM1-5-V-B-C
Kalan16S006-175	/Users/karindadelacruz/LK16S006/16SKalan16S006-175-16S_S176_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-175-16S_S176_L001_R2_001.fastq.gz		WM1-060122-V-E-C-1	WM1	60122	5	V	E	C	1	Gauze in PBS	WM1-5-V-E-C
Kalan16S006-176	/Users/karindadelacruz/LK16S006/16SKalan16S006-176-16S_S177_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-176-16S_S177_L001_R2_001.fastq.gz		WM1-060122-V-E-C-2	WM1	60122	5	V	E	C	2	Gauze in PBS	WM1-5-V-E-C
Kalan16S006-177	/Users/karindadelacruz/LK16S006/16SKalan16S006-177-16S_S178_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-177-16S_S178_L001_R2_001.fastq.gz		WM1-060122-V-B-C-2	WM1	60122	5	V	B	C	2	Gauze in PBS	WM1-5-V-B-C
Kalan16S006-178	/Users/karindadelacruz/LK16S006/16SKalan16S006-178-16S_S179_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-178-16S_S179_L001_R2_001.fastq.gz		WM1-060122-V-B-U-1	WM1	60122	5	V	B	U	1	Gauze in PBS	WM1-5-V-B-U
Kalan16S006-179	/Users/karindadelacruz/LK16S006/16SKalan16S006-179-16S_S180_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-179-16S_S180_L001_R2_001.fastq.gz		WM1-060122-V-B-U-2	WM1	60122	5	V	B	U	2	Gauze in PBS	WM1-5-V-B-U
Kalan16S006-180	/Users/karindadelacruz/LK16S006/16SKalan16S006-180-16S_S181_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-180-16S_S181_L001_R2_001.fastq.gz		WM1-060122-V-B-U-3	WM1	60122	5	V	B	U	3	Gauze in PBS	WM1-5-V-B-U
Kalan16S006-181	/Users/karindadelacruz/LK16S006/16SKalan16S006-181-16S_S182_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-181-16S_S182_L001_R2_001.fastq.gz		WM2-060122-D-E-U-1	WM2	60122	5	D	E	U	1	Gauze in PBS	WM2-5-D-E-U
Kalan16S006-182	/Users/karindadelacruz/LK16S006/16SKalan16S006-182-16S_S183_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-182-16S_S183_L001_R2_001.fastq.gz		WM2-060122-D-E-U-2	WM2	60122	5	D	E	U	2	Gauze in PBS	WM2-5-D-E-U
Kalan16S006-183	/Users/karindadelacruz/LK16S006/16SKalan16S006-183-16S_S184_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-183-16S_S184_L001_R2_001.fastq.gz		WM2-060122-D-E-U-3	WM2	60122	5	D	E	U	3	Gauze in PBS	WM2-5-D-E-U
Kalan16S006-184	/Users/karindadelacruz/LK16S006/16SKalan16S006-184-16S_S185_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-184-16S_S185_L001_R2_001.fastq.gz		WM2-060122-D-E-A-1	WM2	60122	5	D	E	A	1	Gauze in PBS	WM2-5-D-E-A
Kalan16S006-185	/Users/karindadelacruz/LK16S006/16SKalan16S006-185-16S_S186_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-185-16S_S186_L001_R2_001.fastq.gz		WM2-060122-D-B-A-1	WM2	60122	5	D	B	A	1	Gauze in PBS	WM2-5-D-B-A
Kalan16S006-186	/Users/karindadelacruz/LK16S006/16SKalan16S006-186-16S_S187_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-186-16S_S187_L001_R2_001.fastq.gz		WM2-060122-D-B-A-2	WM2	60122	5	D	B	A	2	Gauze in PBS	WM2-5-D-B-A
Kalan16S006-187	/Users/karindadelacruz/LK16S006/16SKalan16S006-187-16S_S188_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-187-16S_S188_L001_R2_001.fastq.gz		WM2-060122-D-E-A-2	WM2	60122	5	D	E	A	2	Gauze in PBS	WM2-5-D-E-A
Kalan16S006-188	/Users/karindadelacruz/LK16S006/16SKalan16S006-188-16S_S189_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-188-16S_S189_L001_R2_001.fastq.gz		WM2-060122-D-E-B-1	WM2	60122	5	D	E	B	1	Gauze in PBS	WM2-5-D-E-B
Kalan16S006-189	/Users/karindadelacruz/LK16S006/16SKalan16S006-189-16S_S190_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-189-16S_S190_L001_R2_001.fastq.gz		WM2-060122-D-B-B-1	WM2	60122	5	D	B	B	1	Gauze in PBS	WM2-5-D-B-B
Kalan16S006-190	/Users/karindadelacruz/LK16S006/16SKalan16S006-190-16S_S191_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-190-16S_S191_L001_R2_001.fastq.gz		WM2-060122-D-B-B-2	WM2	60122	5	D	B	B	2	Gauze in PBS	WM2-5-D-B-B
Kalan16S006-191	/Users/karindadelacruz/LK16S006/16SKalan16S006-191-16S_S193_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-191-16S_S193_L001_R2_001.fastq.gz		WM2-060122-D-E-B-2	WM2	60122	5	D	E	B	2	Gauze in PBS	WM2-5-D-E-B
Kalan16S006-192	/Users/karindadelacruz/LK16S006/16SKalan16S006-192-16S_S194_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-192-16S_S194_L001_R2_001.fastq.gz		WM2-060122-D-E-C-1	WM2	60122	5	D	E	C	1	Gauze in PBS	WM2-5-D-E-C
Kalan16S006-193	/Users/karindadelacruz/LK16S006/16SKalan16S006-193-16S_S195_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-193-16S_S195_L001_R2_001.fastq.gz		WM2-060122-D-B-C-1	WM2	60122	5	D	B	C	1	Gauze in PBS	WM2-5-D-B-C
Kalan16S006-194	/Users/karindadelacruz/LK16S006/16SKalan16S006-194-16S_S196_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-194-16S_S196_L001_R2_001.fastq.gz		WM2-060122-D-B-C-2	WM2	60122	5	D	B	C	2	Gauze in PBS	WM2-5-D-B-C
Kalan16S006-195	/Users/karindadelacruz/LK16S006/16SKalan16S006-195-16S_S197_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-195-16S_S197_L001_R2_001.fastq.gz		WM2-060122-D-E-C-2	WM2	60122	5	D	E	C	2	Gauze in PBS	WM2-5-D-E-C
Kalan16S006-196	/Users/karindadelacruz/LK16S006/16SKalan16S006-196-16S_S198_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-196-16S_S198_L001_R2_001.fastq.gz		WM2-060122-D-B-U-1	WM2	60122	5	D	B	U	1	Gauze in PBS	WM2-5-D-B-U
Kalan16S006-197	/Users/karindadelacruz/LK16S006/16SKalan16S006-197-16S_S199_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-197-16S_S199_L001_R2_001.fastq.gz		WM2-060122-D-B-U-2	WM2	60122	5	D	B	U	2	Gauze in PBS	WM2-5-D-B-U
Kalan16S006-198	/Users/karindadelacruz/LK16S006/16SKalan16S006-198-16S_S200_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-198-16S_S200_L001_R2_001.fastq.gz		WM2-060122-D-B-U-3	WM2	60122	5	D	B	U	3	Gauze in PBS	WM2-5-D-B-U
Kalan16S006-199	/Users/karindadelacruz/LK16S006/16SKalan16S006-199-16S_S201_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-199-16S_S201_L001_R2_001.fastq.gz		WM2-060122-V-B-U-1	WM2	60122	5	V	B	U	1	Gauze in PBS	WM2-5-V-B-U
Kalan16S006-200	/Users/karindadelacruz/LK16S006/16SKalan16S006-200-16S_S202_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-200-16S_S202_L001_R2_001.fastq.gz		WM2-060122-V-B-U-2	WM2	60122	5	V	B	U	2	Gauze in PBS	WM2-5-V-B-U
Kalan16S006-201	/Users/karindadelacruz/LK16S006/16SKalan16S006-201-16S_S203_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-201-16S_S203_L001_R2_001.fastq.gz		WM2-060122-V-B-U-3	WM2	60122	5	V	B	U	3	Gauze in PBS	WM2-5-V-B-U
Kalan16S006-202	/Users/karindadelacruz/LK16S006/16SKalan16S006-202-16S_S204_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-202-16S_S204_L001_R2_001.fastq.gz		WM2-060122-V-B-C-1	WM2	60122	5	V	B	C	1	Gauze in PBS	WM2-5-V-B-C
Kalan16S006-203	/Users/karindadelacruz/LK16S006/16SKalan16S006-203-16S_S205_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-203-16S_S205_L001_R2_001.fastq.gz		WM2-060122-V-E-C-1	WM2	60122	5	V	E	C	1	Gauze in PBS	WM2-5-V-E-C
Kalan16S006-204	/Users/karindadelacruz/LK16S006/16SKalan16S006-204-16S_S206_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-204-16S_S206_L001_R2_001.fastq.gz		WM2-060122-V-E-C-2	WM2	60122	5	V	E	C	2	Gauze in PBS	WM2-5-V-E-C
Kalan16S006-205	/Users/karindadelacruz/LK16S006/16SKalan16S006-205-16S_S207_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-205-16S_S207_L001_R2_001.fastq.gz		WM2-060122-V-B-C-2	WM2	60122	5	V	B	C	2	Gauze in PBS	WM2-5-V-B-C
Kalan16S006-206	/Users/karindadelacruz/LK16S006/16SKalan16S006-206-16S_S208_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-206-16S_S208_L001_R2_001.fastq.gz		WM2-060122-V-B-B-1	WM2	60122	5	V	B	B	1	Gauze in PBS	WM2-5-V-B-B
Kalan16S006-207	/Users/karindadelacruz/LK16S006/16SKalan16S006-207-16S_S209_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-207-16S_S209_L001_R2_001.fastq.gz		WM2-060122-V-E-B-1	WM2	60122	5	V	E	B	1	Gauze in PBS	WM2-5-V-E-B
Kalan16S006-208	/Users/karindadelacruz/LK16S006/16SKalan16S006-208-16S_S210_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-208-16S_S210_L001_R2_001.fastq.gz		WM2-060122-V-E-B-2	WM2	60122	5	V	E	B	2	Gauze in PBS	WM2-5-V-E-B
Kalan16S006-209	/Users/karindadelacruz/LK16S006/16SKalan16S006-209-16S_S211_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-209-16S_S211_L001_R2_001.fastq.gz		WM2-060122-V-B-B-2	WM2	60122	5	V	B	B	2	Gauze in PBS	WM2-5-V-B-B
Kalan16S006-210	/Users/karindadelacruz/LK16S006/16SKalan16S006-210-16S_S212_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-210-16S_S212_L001_R2_001.fastq.gz		WM2-060122-V-B-A-1	WM2	60122	5	V	B	A	1	Gauze in PBS	WM2-5-V-B-A
Kalan16S006-211	/Users/karindadelacruz/LK16S006/16SKalan16S006-211-16S_S213_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-211-16S_S213_L001_R2_001.fastq.gz		WM2-060122-V-E-A-1	WM2	60122	5	V	E	A	1	Gauze in PBS	WM2-5-V-E-A
Kalan16S006-212	/Users/karindadelacruz/LK16S006/16SKalan16S006-212-16S_S214_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-212-16S_S214_L001_R2_001.fastq.gz		WM2-060122-V-E-A-2	WM2	60122	5	V	E	A	2	Gauze in PBS	WM2-5-V-E-A
Kalan16S006-213	/Users/karindadelacruz/LK16S006/16SKalan16S006-213-16S_S215_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-213-16S_S215_L001_R2_001.fastq.gz		WM2-060122-V-B-A-2	WM2	60122	5	V	B	A	2	Gauze in PBS	WM2-5-V-B-A
Kalan16S006-214	/Users/karindadelacruz/LK16S006/16SKalan16S006-214-16S_S216_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-214-16S_S216_L001_R2_001.fastq.gz		WM2-060122-V-E-U-1	WM2	60122	5	V	E	U	1	Gauze in PBS	WM2-5-V-E-U
Kalan16S006-215	/Users/karindadelacruz/LK16S006/16SKalan16S006-215-16S_S217_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-215-16S_S217_L001_R2_001.fastq.gz		WM2-060122-V-E-U-2	WM2	60122	5	V	E	U	2	Gauze in PBS	WM2-5-V-E-U
Kalan16S006-216	/Users/karindadelacruz/LK16S006/16SKalan16S006-216-16S_S218_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-216-16S_S218_L001_R2_001.fastq.gz		WM2-060122-V-E-U-3	WM2	60122	5	V	E	U	3	Gauze in PBS	WM2-5-V-E-U
Kalan16S006-217	/Users/karindadelacruz/LK16S006/16SKalan16S006-217-16S_S219_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-217-16S_S219_L001_R2_001.fastq.gz		PBS-060122-Neg	PBS	60122	5	Neg				PBS no gauze	PBS-5-Neg
Kalan16S006-218	/Users/karindadelacruz/LK16S006/16SKalan16S006-218-16S_S220_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-218-16S_S220_L001_R2_001.fastq.gz		WM1-051822-M-D	WM1	51822	1	D				Swab	WM1-1-D
Kalan16S006-219	/Users/karindadelacruz/LK16S006/16SKalan16S006-219-16S_S221_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-219-16S_S221_L001_R2_001.fastq.gz		WM1-051822-M-V	WM1	51822	1	V				Swab	WM1-1-V
Kalan16S006-220	/Users/karindadelacruz/LK16S006/16SKalan16S006-220-16S_S222_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-220-16S_S222_L001_R2_001.fastq.gz		WM1-051822-M-Neg	WM1	51822	1	Neg				Swab	WM1-1-Neg
Kalan16S006-221	/Users/karindadelacruz/LK16S006/16SKalan16S006-221-16S_S223_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-221-16S_S223_L001_R2_001.fastq.gz		WM1-052022-M-D	WM1	52022	2	D				Swab	WM1-2-D
Kalan16S006-222	/Users/karindadelacruz/LK16S006/16SKalan16S006-222-16S_S224_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-222-16S_S224_L001_R2_001.fastq.gz		WM1-052022-M-V	WM1	52022	2	V				Swab	WM1-2-V
Kalan16S006-223	/Users/karindadelacruz/LK16S006/16SKalan16S006-223-16S_S225_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-223-16S_S225_L001_R2_001.fastq.gz		WM1-052022-M-Neg	WM1	52022	2	Neg				Swab	WM1-2-Neg
Kalan16S006-224	/Users/karindadelacruz/LK16S006/16SKalan16S006-224-16S_S226_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-224-16S_S226_L001_R2_001.fastq.gz		WM1-052422-M-D	WM1	52422	3	D				Swab	WM1-3-D
Kalan16S006-225	/Users/karindadelacruz/LK16S006/16SKalan16S006-225-16S_S227_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-225-16S_S227_L001_R2_001.fastq.gz		WM1-052422-M-V	WM1	52422	3	V				Swab	WM1-3-V
Kalan16S006-226	/Users/karindadelacruz/LK16S006/16SKalan16S006-226-16S_S228_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-226-16S_S228_L001_R2_001.fastq.gz		WM1-052422-M-F	WM1	52422	3	F				Swab	WM1-3-F
Kalan16S006-227	/Users/karindadelacruz/LK16S006/16SKalan16S006-227-16S_S229_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-227-16S_S229_L001_R2_001.fastq.gz		WM1-052422-M-Neg	WM1	52422	3	Neg				Swab	WM1-3-Neg
Kalan16S006-228	/Users/karindadelacruz/LK16S006/16SKalan16S006-228-16S_S230_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-228-16S_S230_L001_R2_001.fastq.gz		WM1-052822-M-D	WM1	52822	4	D				Swab	WM1-4-D
Kalan16S006-229	/Users/karindadelacruz/LK16S006/16SKalan16S006-229-16S_S231_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-229-16S_S231_L001_R2_001.fastq.gz		WM1-052822-M-V	WM1	52822	4	V				Swab	WM1-4-V
Kalan16S006-230	/Users/karindadelacruz/LK16S006/16SKalan16S006-230-16S_S232_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-230-16S_S232_L001_R2_001.fastq.gz		WM1-052822-M-F	WM1	52822	4	F				Swab	WM1-4-F
Kalan16S006-231	/Users/karindadelacruz/LK16S006/16SKalan16S006-231-16S_S233_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-231-16S_S233_L001_R2_001.fastq.gz		WM1-052822-M-Neg	WM1	52822	4	Neg				Swab	WM1-4-Neg
Kalan16S006-232	/Users/karindadelacruz/LK16S006/16SKalan16S006-232-16S_S234_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-232-16S_S234_L001_R2_001.fastq.gz		WM1-060122-M-D	WM1	60122	5	D				Swab	WM1-5-D
Kalan16S006-233	/Users/karindadelacruz/LK16S006/16SKalan16S006-233-16S_S235_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-233-16S_S235_L001_R2_001.fastq.gz		WM1-060122-M-V	WM1	60122	5	V				Swab	WM1-5-V
Kalan16S006-234	/Users/karindadelacruz/LK16S006/16SKalan16S006-234-16S_S236_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-234-16S_S236_L001_R2_001.fastq.gz		WM1-060122-M-F	WM1	60122	5	F				Swab	WM1-5-F
Kalan16S006-235	/Users/karindadelacruz/LK16S006/16SKalan16S006-235-16S_S237_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-235-16S_S237_L001_R2_001.fastq.gz		WM1-060122-M-Neg	WM1	60122	5	Neg				Swab	WM1-5-Neg
Kalan16S006-236	/Users/karindadelacruz/LK16S006/16SKalan16S006-236-16S_S238_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-236-16S_S238_L001_R2_001.fastq.gz		WM2-051822-M-D	WM2	51822	1	D				Swab	WM2-1-D
Kalan16S006-237	/Users/karindadelacruz/LK16S006/16SKalan16S006-237-16S_S239_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-237-16S_S239_L001_R2_001.fastq.gz		WM2-051822-M-V	WM2	51822	1	V				Swab	WM2-1-V
Kalan16S006-238	/Users/karindadelacruz/LK16S006/16SKalan16S006-238-16S_S240_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-238-16S_S240_L001_R2_001.fastq.gz		WM2-051822-M-Neg	WM2	51822	1	Neg				Swab	WM2-1-Neg
Kalan16S006-239	/Users/karindadelacruz/LK16S006/16SKalan16S006-239-16S_S241_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-239-16S_S241_L001_R2_001.fastq.gz		WM2-052022-M-D	WM2	52022	2	D				Swab	WM2-2-D
Kalan16S006-240	/Users/karindadelacruz/LK16S006/16SKalan16S006-240-16S_S242_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-240-16S_S242_L001_R2_001.fastq.gz		WM2-052022-M-V	WM2	52022	2	V				Swab	WM2-2-V
Kalan16S006-241	/Users/karindadelacruz/LK16S006/16SKalan16S006-241-16S_S243_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-241-16S_S243_L001_R2_001.fastq.gz		WM2-052022-M-F	WM2	52022	2	F				Swab	WM2-2-F
Kalan16S006-242	/Users/karindadelacruz/LK16S006/16SKalan16S006-242-16S_S244_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-242-16S_S244_L001_R2_001.fastq.gz		WM2-052022-M-Neg	WM2	52022	2	Neg				Swab	WM2-2-Neg
Kalan16S006-243	/Users/karindadelacruz/LK16S006/16SKalan16S006-243-16S_S245_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-243-16S_S245_L001_R2_001.fastq.gz		WM2-052422-M-D	WM2	52422	3	D				Swab	WM2-3-D
Kalan16S006-244	/Users/karindadelacruz/LK16S006/16SKalan16S006-244-16S_S246_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-244-16S_S246_L001_R2_001.fastq.gz		WM2-052422-M-V	WM2	52422	3	V				Swab	WM2-3-V
Kalan16S006-245	/Users/karindadelacruz/LK16S006/16SKalan16S006-245-16S_S247_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-245-16S_S247_L001_R2_001.fastq.gz		WM2-052422-M-F	WM2	52422	3	F				Swab	WM2-3-F
Kalan16S006-246	/Users/karindadelacruz/LK16S006/16SKalan16S006-246-16S_S248_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-246-16S_S248_L001_R2_001.fastq.gz		WM2-052422-M-Neg	WM2	52422	3	Neg				Swab	WM2-3-Neg
Kalan16S006-247	/Users/karindadelacruz/LK16S006/16SKalan16S006-247-16S_S249_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-247-16S_S249_L001_R2_001.fastq.gz		WM2-052822-M-D	WM2	52822	4	D				Swab	WM2-4-D
Kalan16S006-248	/Users/karindadelacruz/LK16S006/16SKalan16S006-248-16S_S250_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-248-16S_S250_L001_R2_001.fastq.gz		WM2-052822-M-V	WM2	52822	4	V				Swab	WM2-4-V
Kalan16S006-249	/Users/karindadelacruz/LK16S006/16SKalan16S006-249-16S_S251_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-249-16S_S251_L001_R2_001.fastq.gz		WM2-052822-M-F	WM2	52822	4	F				Swab	WM2-4-F
Kalan16S006-250	/Users/karindadelacruz/LK16S006/16SKalan16S006-250-16S_S252_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-250-16S_S252_L001_R2_001.fastq.gz		WM2-052822-M-Neg	WM2	52822	4	Neg				Swab	WM2-4-Neg
Kalan16S006-251	/Users/karindadelacruz/LK16S006/16SKalan16S006-251-16S_S253_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-251-16S_S253_L001_R2_001.fastq.gz		WM2-060122-M-D	WM2	60122	5	D				Swab	WM2-5-D
Kalan16S006-252	/Users/karindadelacruz/LK16S006/16SKalan16S006-252-16S_S254_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-252-16S_S254_L001_R2_001.fastq.gz		WM2-060122-M-V	WM2	60122	5	V				Swab	WM2-5-V
Kalan16S006-253	/Users/karindadelacruz/LK16S006/16SKalan16S006-253-16S_S255_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-253-16S_S255_L001_R2_001.fastq.gz		WM2-060122-M-F	WM2	60122	5	F				Swab	WM2-5-F
Kalan16S006-254	/Users/karindadelacruz/LK16S006/16SKalan16S006-254-16S_S256_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-254-16S_S256_L001_R2_001.fastq.gz		WM2-060122-M-Neg	WM2	60122	5	Neg				Swab	WM2-5-Neg
Kalan16S006-255	/Users/karindadelacruz/LK16S006/16SKalan16S006-255-16S_S259_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-255-16S_S259_L001_R2_001.fastq.gz		Zymo Extraction Positive Control	Zymo Extraction Positive Control			Pos				Positive control	
