sample-id	forward-absolute-filepath	reverse-absolute-filepath		Full_ID	Pig	Date_mddyy	Timepoint	Dorsal_Ventral	Burn_Excisional	Infection_Group	Replicate	SampleType	ExGroup
Kalan16S006-084	/Users/karindadelacruz/LK16S006/16SKalan16S006-084-16S_S84_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-084-16S_S84_L001_R2_001.fastq.gz		WM1-052822-D-B-A-1	WM1	52822	4	D	B	A	1	Gauze in PBS	WM1-4-D-B-A
Kalan16S006-085	/Users/karindadelacruz/LK16S006/16SKalan16S006-085-16S_S85_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-085-16S_S85_L001_R2_001.fastq.gz		WM1-052822-D-E-A-1	WM1	52822	4	D	E	A	1	Gauze in PBS	WM1-4-D-E-A
Kalan16S006-086	/Users/karindadelacruz/LK16S006/16SKalan16S006-086-16S_S86_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-086-16S_S86_L001_R2_001.fastq.gz		WM1-052822-D-E-A-2	WM1	52822	4	D	E	A	2	Gauze in PBS	WM1-4-D-E-A
Kalan16S006-087	/Users/karindadelacruz/LK16S006/16SKalan16S006-087-16S_S87_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-087-16S_S87_L001_R2_001.fastq.gz		WM1-052822-D-B-A-2	WM1	52822	4	D	B	A	2	Gauze in PBS	WM1-4-D-B-A
Kalan16S006-088	/Users/karindadelacruz/LK16S006/16SKalan16S006-088-16S_S88_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-088-16S_S88_L001_R2_001.fastq.gz		WM1-052822-D-E-U-1	WM1	52822	4	D	E	U	1	Gauze in PBS	WM1-4-D-E-U
Kalan16S006-089	/Users/karindadelacruz/LK16S006/16SKalan16S006-089-16S_S89_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-089-16S_S89_L001_R2_001.fastq.gz		WM1-052822-D-E-U-2	WM1	52822	4	D	E	U	2	Gauze in PBS	WM1-4-D-E-U
Kalan16S006-090	/Users/karindadelacruz/LK16S006/16SKalan16S006-090-16S_S90_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-090-16S_S90_L001_R2_001.fastq.gz		WM1-052822-D-E-U-3	WM1	52822	4	D	E	U	3	Gauze in PBS	WM1-4-D-E-U
Kalan16S006-091	/Users/karindadelacruz/LK16S006/16SKalan16S006-091-16S_S91_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-091-16S_S91_L001_R2_001.fastq.gz		WM1-052822-V-E-U-1	WM1	52822	4	V	E	U	1	Gauze in PBS	WM1-4-V-E-U
Kalan16S006-092	/Users/karindadelacruz/LK16S006/16SKalan16S006-092-16S_S92_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-092-16S_S92_L001_R2_001.fastq.gz		WM1-052822-V-E-U-2	WM1	52822	4	V	E	U	2	Gauze in PBS	WM1-4-V-E-U
Kalan16S006-093	/Users/karindadelacruz/LK16S006/16SKalan16S006-093-16S_S93_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-093-16S_S93_L001_R2_001.fastq.gz		WM1-052822-V-E-U-3	WM1	52822	4	V	E	U	3	Gauze in PBS	WM1-4-V-E-U
Kalan16S006-094	/Users/karindadelacruz/LK16S006/16SKalan16S006-094-16S_S94_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-094-16S_S94_L001_R2_001.fastq.gz		WM1-052822-V-B-A-1	WM1	52822	4	V	B	A	1	Gauze in PBS	WM1-4-V-B-A
Kalan16S006-095	/Users/karindadelacruz/LK16S006/16SKalan16S006-095-16S_S95_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-095-16S_S95_L001_R2_001.fastq.gz		WM1-052822-V-E-A-1	WM1	52822	4	V	E	A	1	Gauze in PBS	WM1-4-V-E-A
Kalan16S006-096	/Users/karindadelacruz/LK16S006/16SKalan16S006-096-16S_S97_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-096-16S_S97_L001_R2_001.fastq.gz		WM1-052822-V-E-A-2	WM1	52822	4	V	E	A	2	Gauze in PBS	WM1-4-V-E-A
Kalan16S006-097	/Users/karindadelacruz/LK16S006/16SKalan16S006-097-16S_S98_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-097-16S_S98_L001_R2_001.fastq.gz		WM1-052822-V-B-A-2	WM1	52822	4	V	B	A	2	Gauze in PBS	WM1-4-V-B-A
Kalan16S006-098	/Users/karindadelacruz/LK16S006/16SKalan16S006-098-16S_S99_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-098-16S_S99_L001_R2_001.fastq.gz		WM1-052822-V-B-B-1	WM1	52822	4	V	B	B	1	Gauze in PBS	WM1-4-V-B-B
Kalan16S006-099	/Users/karindadelacruz/LK16S006/16SKalan16S006-099-16S_S100_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-099-16S_S100_L001_R2_001.fastq.gz		WM1-052822-V-E-B-1	WM1	52822	4	V	E	B	1	Gauze in PBS	WM1-4-V-E-B
Kalan16S006-100	/Users/karindadelacruz/LK16S006/16SKalan16S006-100-16S_S101_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-100-16S_S101_L001_R2_001.fastq.gz		WM1-052822-V-E-B-2	WM1	52822	4	V	E	B	2	Gauze in PBS	WM1-4-V-E-B
Kalan16S006-101	/Users/karindadelacruz/LK16S006/16SKalan16S006-101-16S_S102_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-101-16S_S102_L001_R2_001.fastq.gz		WM1-052822-V-B-B-2	WM1	52822	4	V	B	B	2	Gauze in PBS	WM1-4-V-B-B
Kalan16S006-102	/Users/karindadelacruz/LK16S006/16SKalan16S006-102-16S_S103_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-102-16S_S103_L001_R2_001.fastq.gz		WM1-052822-V-B-C-1	WM1	52822	4	V	B	C	1	Gauze in PBS	WM1-4-V-B-C
Kalan16S006-103	/Users/karindadelacruz/LK16S006/16SKalan16S006-103-16S_S104_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-103-16S_S104_L001_R2_001.fastq.gz		WM1-052822-V-E-C-1	WM1	52822	4	V	E	C	1	Gauze in PBS	WM1-4-V-E-C
Kalan16S006-104	/Users/karindadelacruz/LK16S006/16SKalan16S006-104-16S_S105_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-104-16S_S105_L001_R2_001.fastq.gz		WM1-052822-V-E-C-2	WM1	52822	4	V	E	C	2	Gauze in PBS	WM1-4-V-E-C
Kalan16S006-105	/Users/karindadelacruz/LK16S006/16SKalan16S006-105-16S_S106_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-105-16S_S106_L001_R2_001.fastq.gz		WM1-052822-V-B-C-2	WM1	52822	4	V	B	C	2	Gauze in PBS	WM1-4-V-B-C
Kalan16S006-106	/Users/karindadelacruz/LK16S006/16SKalan16S006-106-16S_S107_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-106-16S_S107_L001_R2_001.fastq.gz		WM1-052822-V-B-U-1	WM1	52822	4	V	B	U	1	Gauze in PBS	WM1-4-V-B-U
Kalan16S006-107	/Users/karindadelacruz/LK16S006/16SKalan16S006-107-16S_S108_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-107-16S_S108_L001_R2_001.fastq.gz		WM1-052822-V-B-U-2	WM1	52822	4	V	B	U	2	Gauze in PBS	WM1-4-V-B-U
Kalan16S006-108	/Users/karindadelacruz/LK16S006/16SKalan16S006-108-16S_S109_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-108-16S_S109_L001_R2_001.fastq.gz		WM1-052822-V-B-U-3	WM1	52822	4	V	B	U	3	Gauze in PBS	WM1-4-V-B-U
Kalan16S006-109	/Users/karindadelacruz/LK16S006/16SKalan16S006-109-16S_S110_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-109-16S_S110_L001_R2_001.fastq.gz		WM2-052822-D-E-U-1	WM2	52822	4	D	E	U	1	Gauze in PBS	WM2-4-D-E-U
Kalan16S006-110	/Users/karindadelacruz/LK16S006/16SKalan16S006-110-16S_S111_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-110-16S_S111_L001_R2_001.fastq.gz		WM2-052822-D-E-U-2	WM2	52822	4	D	E	U	2	Gauze in PBS	WM2-4-D-E-U
Kalan16S006-111	/Users/karindadelacruz/LK16S006/16SKalan16S006-111-16S_S112_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-111-16S_S112_L001_R2_001.fastq.gz		WM2-052822-D-E-U-3	WM2	52822	4	D	E	U	3	Gauze in PBS	WM2-4-D-E-U
Kalan16S006-112	/Users/karindadelacruz/LK16S006/16SKalan16S006-112-16S_S113_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-112-16S_S113_L001_R2_001.fastq.gz		WM2-052822-D-E-A-1	WM2	52822	4	D	E	A	1	Gauze in PBS	WM2-4-D-E-A
Kalan16S006-113	/Users/karindadelacruz/LK16S006/16SKalan16S006-113-16S_S114_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-113-16S_S114_L001_R2_001.fastq.gz		WM2-052822-D-B-A-1	WM2	52822	4	D	B	A	1	Gauze in PBS	WM2-4-D-B-A
Kalan16S006-114	/Users/karindadelacruz/LK16S006/16SKalan16S006-114-16S_S115_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-114-16S_S115_L001_R2_001.fastq.gz		WM2-052822-D-B-A-2	WM2	52822	4	D	B	A	2	Gauze in PBS	WM2-4-D-B-A
Kalan16S006-115	/Users/karindadelacruz/LK16S006/16SKalan16S006-115-16S_S116_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-115-16S_S116_L001_R2_001.fastq.gz		WM2-052822-D-E-A-2	WM2	52822	4	D	E	A	2	Gauze in PBS	WM2-4-D-E-A
Kalan16S006-116	/Users/karindadelacruz/LK16S006/16SKalan16S006-116-16S_S117_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-116-16S_S117_L001_R2_001.fastq.gz		WM2-052822-D-E-B-1	WM2	52822	4	D	E	B	1	Gauze in PBS	WM2-4-D-E-B
Kalan16S006-117	/Users/karindadelacruz/LK16S006/16SKalan16S006-117-16S_S118_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-117-16S_S118_L001_R2_001.fastq.gz		WM2-052822-D-B-B-1	WM2	52822	4	D	B	B	1	Gauze in PBS	WM2-4-D-B-B
Kalan16S006-118	/Users/karindadelacruz/LK16S006/16SKalan16S006-118-16S_S119_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-118-16S_S119_L001_R2_001.fastq.gz		WM2-052822-D-B-B-2	WM2	52822	4	D	B	B	2	Gauze in PBS	WM2-4-D-B-B
Kalan16S006-119	/Users/karindadelacruz/LK16S006/16SKalan16S006-119-16S_S120_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-119-16S_S120_L001_R2_001.fastq.gz		WM2-052822-D-E-B-2	WM2	52822	4	D	E	B	2	Gauze in PBS	WM2-4-D-E-B
Kalan16S006-120	/Users/karindadelacruz/LK16S006/16SKalan16S006-120-16S_S121_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-120-16S_S121_L001_R2_001.fastq.gz		WM2-052822-D-E-C-1	WM2	52822	4	D	E	C	1	Gauze in PBS	WM2-4-D-E-C
Kalan16S006-121	/Users/karindadelacruz/LK16S006/16SKalan16S006-121-16S_S122_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-121-16S_S122_L001_R2_001.fastq.gz		WM2-052822-D-B-C-1	WM2	52822	4	D	B	C	1	Gauze in PBS	WM2-4-D-B-C
Kalan16S006-122	/Users/karindadelacruz/LK16S006/16SKalan16S006-122-16S_S123_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-122-16S_S123_L001_R2_001.fastq.gz		WM2-052822-D-B-C-2	WM2	52822	4	D	B	C	2	Gauze in PBS	WM2-4-D-B-C
Kalan16S006-123	/Users/karindadelacruz/LK16S006/16SKalan16S006-123-16S_S124_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-123-16S_S124_L001_R2_001.fastq.gz		WM2-052822-D-E-C-2	WM2	52822	4	D	E	C	2	Gauze in PBS	WM2-4-D-E-C
Kalan16S006-124	/Users/karindadelacruz/LK16S006/16SKalan16S006-124-16S_S125_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-124-16S_S125_L001_R2_001.fastq.gz		WM2-052822-D-B-U-1	WM2	52822	4	D	B	U	1	Gauze in PBS	WM2-4-D-B-U
Kalan16S006-125	/Users/karindadelacruz/LK16S006/16SKalan16S006-125-16S_S126_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-125-16S_S126_L001_R2_001.fastq.gz		WM2-052822-D-B-U-2	WM2	52822	4	D	B	U	2	Gauze in PBS	WM2-4-D-B-U
Kalan16S006-126	/Users/karindadelacruz/LK16S006/16SKalan16S006-126-16S_S127_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-126-16S_S127_L001_R2_001.fastq.gz		WM2-052822-D-B-U-3	WM2	52822	4	D	B	U	3	Gauze in PBS	WM2-4-D-B-U
Kalan16S006-127	/Users/karindadelacruz/LK16S006/16SKalan16S006-127-16S_S128_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-127-16S_S128_L001_R2_001.fastq.gz		WM2-052822-V-B-U-1	WM2	52822	4	V	B	U	1	Gauze in PBS	WM2-4-V-B-U
Kalan16S006-128	/Users/karindadelacruz/LK16S006/16SKalan16S006-128-16S_S129_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-128-16S_S129_L001_R2_001.fastq.gz		WM2-052822-V-B-U-2	WM2	52822	4	V	B	U	2	Gauze in PBS	WM2-4-V-B-U
Kalan16S006-129	/Users/karindadelacruz/LK16S006/16SKalan16S006-129-16S_S130_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-129-16S_S130_L001_R2_001.fastq.gz		WM2-052822-V-B-U-3	WM2	52822	4	V	B	U	3	Gauze in PBS	WM2-4-V-B-U
Kalan16S006-130	/Users/karindadelacruz/LK16S006/16SKalan16S006-130-16S_S131_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-130-16S_S131_L001_R2_001.fastq.gz		WM2-052822-V-B-C-1	WM2	52822	4	V	B	C	1	Gauze in PBS	WM2-4-V-B-C
Kalan16S006-131	/Users/karindadelacruz/LK16S006/16SKalan16S006-131-16S_S132_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-131-16S_S132_L001_R2_001.fastq.gz		WM2-052822-V-E-C-1	WM2	52822	4	V	E	C	1	Gauze in PBS	WM2-4-V-E-C
Kalan16S006-132	/Users/karindadelacruz/LK16S006/16SKalan16S006-132-16S_S133_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-132-16S_S133_L001_R2_001.fastq.gz		WM2-052822-V-E-C-2	WM2	52822	4	V	E	C	2	Gauze in PBS	WM2-4-V-E-C
Kalan16S006-133	/Users/karindadelacruz/LK16S006/16SKalan16S006-133-16S_S134_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-133-16S_S134_L001_R2_001.fastq.gz		WM2-052822-V-B-C-2	WM2	52822	4	V	B	C	2	Gauze in PBS	WM2-4-V-B-C
Kalan16S006-134	/Users/karindadelacruz/LK16S006/16SKalan16S006-134-16S_S135_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-134-16S_S135_L001_R2_001.fastq.gz		WM2-052822-V-B-B-1	WM2	52822	4	V	B	B	1	Gauze in PBS	WM2-4-V-B-B
Kalan16S006-135	/Users/karindadelacruz/LK16S006/16SKalan16S006-135-16S_S136_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-135-16S_S136_L001_R2_001.fastq.gz		WM2-052822-V-E-B-1	WM2	52822	4	V	E	B	1	Gauze in PBS	WM2-4-V-E-B
Kalan16S006-136	/Users/karindadelacruz/LK16S006/16SKalan16S006-136-16S_S137_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-136-16S_S137_L001_R2_001.fastq.gz		WM2-052822-V-E-B-2	WM2	52822	4	V	E	B	2	Gauze in PBS	WM2-4-V-E-B
Kalan16S006-137	/Users/karindadelacruz/LK16S006/16SKalan16S006-137-16S_S138_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-137-16S_S138_L001_R2_001.fastq.gz		WM2-052822-V-B-B-2	WM2	52822	4	V	B	B	2	Gauze in PBS	WM2-4-V-B-B
Kalan16S006-138	/Users/karindadelacruz/LK16S006/16SKalan16S006-138-16S_S139_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-138-16S_S139_L001_R2_001.fastq.gz		WM2-052822-V-B-A-1	WM2	52822	4	V	B	A	1	Gauze in PBS	WM2-4-V-B-A
Kalan16S006-139	/Users/karindadelacruz/LK16S006/16SKalan16S006-139-16S_S140_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-139-16S_S140_L001_R2_001.fastq.gz		WM2-052822-V-E-A-1	WM2	52822	4	V	E	A	1	Gauze in PBS	WM2-4-V-E-A
Kalan16S006-140	/Users/karindadelacruz/LK16S006/16SKalan16S006-140-16S_S141_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-140-16S_S141_L001_R2_001.fastq.gz		WM2-052822-V-E-A-2	WM2	52822	4	V	E	A	2	Gauze in PBS	WM2-4-V-E-A
Kalan16S006-141	/Users/karindadelacruz/LK16S006/16SKalan16S006-141-16S_S142_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-141-16S_S142_L001_R2_001.fastq.gz		WM2-052822-V-B-A-2	WM2	52822	4	V	B	A	2	Gauze in PBS	WM2-4-V-B-A
Kalan16S006-142	/Users/karindadelacruz/LK16S006/16SKalan16S006-142-16S_S143_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-142-16S_S143_L001_R2_001.fastq.gz		WM2-052822-V-E-U-1	WM2	52822	4	V	E	U	1	Gauze in PBS	WM2-4-V-E-U
Kalan16S006-143	/Users/karindadelacruz/LK16S006/16SKalan16S006-143-16S_S144_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-143-16S_S144_L001_R2_001.fastq.gz		WM2-052822-V-E-U-2	WM2	52822	4	V	E	U	2	Gauze in PBS	WM2-4-V-E-U
Kalan16S006-144	/Users/karindadelacruz/LK16S006/16SKalan16S006-144-16S_S145_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-144-16S_S145_L001_R2_001.fastq.gz		WM2-052822-V-E-U-3	WM2	52822	4	V	E	U	3	Gauze in PBS	WM2-4-V-E-U
Kalan16S006-145	/Users/karindadelacruz/LK16S006/16SKalan16S006-145-16S_S146_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-145-16S_S146_L001_R2_001.fastq.gz		WM1-060122-D-B-U-1	WM1	60122	5	D	B	U	1	Gauze in PBS	WM1-5-D-B-U
Kalan16S006-146	/Users/karindadelacruz/LK16S006/16SKalan16S006-146-16S_S147_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-146-16S_S147_L001_R2_001.fastq.gz		WM1-060122-D-B-U-2	WM1	60122	5	D	B	U	2	Gauze in PBS	WM1-5-D-B-U
Kalan16S006-147	/Users/karindadelacruz/LK16S006/16SKalan16S006-147-16S_S148_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-147-16S_S148_L001_R2_001.fastq.gz		WM1-060122-D-B-U-3	WM1	60122	5	D	B	U	3	Gauze in PBS	WM1-5-D-B-U
Kalan16S006-148	/Users/karindadelacruz/LK16S006/16SKalan16S006-148-16S_S149_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-148-16S_S149_L001_R2_001.fastq.gz		WM1-060122-D-E-C-1	WM1	60122	5	D	E	C	1	Gauze in PBS	WM1-5-D-E-C
Kalan16S006-149	/Users/karindadelacruz/LK16S006/16SKalan16S006-149-16S_S150_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-149-16S_S150_L001_R2_001.fastq.gz		WM1-060122-D-B-C-1	WM1	60122	5	D	B	C	1	Gauze in PBS	WM1-5-D-B-C
Kalan16S006-150	/Users/karindadelacruz/LK16S006/16SKalan16S006-150-16S_S151_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-150-16S_S151_L001_R2_001.fastq.gz		WM1-060122-D-E-C-2	WM1	60122	5	D	E	C	2	Gauze in PBS	WM1-5-D-E-C
Kalan16S006-151	/Users/karindadelacruz/LK16S006/16SKalan16S006-151-16S_S152_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-151-16S_S152_L001_R2_001.fastq.gz		WM1-060122-D-B-C-2	WM1	60122	5	D	B	C	2	Gauze in PBS	WM1-5-D-B-C
Kalan16S006-152	/Users/karindadelacruz/LK16S006/16SKalan16S006-152-16S_S153_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-152-16S_S153_L001_R2_001.fastq.gz		WM1-060122-D-B-B-1	WM1	60122	5	D	B	B	1	Gauze in PBS	WM1-5-D-B-B
Kalan16S006-153	/Users/karindadelacruz/LK16S006/16SKalan16S006-153-16S_S154_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-153-16S_S154_L001_R2_001.fastq.gz		WM1-060122-D-E-B-1	WM1	60122	5	D	E	B	1	Gauze in PBS	WM1-5-D-E-B
Kalan16S006-154	/Users/karindadelacruz/LK16S006/16SKalan16S006-154-16S_S155_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-154-16S_S155_L001_R2_001.fastq.gz		WM1-060122-D-B-B-2	WM1	60122	5	D	B	B	2	Gauze in PBS	WM1-5-D-B-B
Kalan16S006-155	/Users/karindadelacruz/LK16S006/16SKalan16S006-155-16S_S156_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-155-16S_S156_L001_R2_001.fastq.gz		WM1-060122-D-E-B-2	WM1	60122	5	D	E	B	2	Gauze in PBS	WM1-5-D-E-B
Kalan16S006-156	/Users/karindadelacruz/LK16S006/16SKalan16S006-156-16S_S157_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-156-16S_S157_L001_R2_001.fastq.gz		WM1-060122-D-B-A-1	WM1	60122	5	D	B	A	1	Gauze in PBS	WM1-5-D-B-A
Kalan16S006-157	/Users/karindadelacruz/LK16S006/16SKalan16S006-157-16S_S158_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-157-16S_S158_L001_R2_001.fastq.gz		WM1-060122-D-E-A-1	WM1	60122	5	D	E	A	1	Gauze in PBS	WM1-5-D-E-A
Kalan16S006-158	/Users/karindadelacruz/LK16S006/16SKalan16S006-158-16S_S159_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-158-16S_S159_L001_R2_001.fastq.gz		WM1-060122-D-E-A-2	WM1	60122	5	D	E	A	2	Gauze in PBS	WM1-5-D-E-A
Kalan16S006-159	/Users/karindadelacruz/LK16S006/16SKalan16S006-159-16S_S160_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-159-16S_S160_L001_R2_001.fastq.gz		WM1-060122-D-B-A-2	WM1	60122	5	D	B	A	2	Gauze in PBS	WM1-5-D-B-A
Kalan16S006-160	/Users/karindadelacruz/LK16S006/16SKalan16S006-160-16S_S161_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-160-16S_S161_L001_R2_001.fastq.gz		WM1-060122-D-E-U-1	WM1	60122	5	D	E	U	1	Gauze in PBS	WM1-5-D-E-U
Kalan16S006-161	/Users/karindadelacruz/LK16S006/16SKalan16S006-161-16S_S162_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-161-16S_S162_L001_R2_001.fastq.gz		WM1-060122-D-E-U-2	WM1	60122	5	D	E	U	2	Gauze in PBS	WM1-5-D-E-U
Kalan16S006-162	/Users/karindadelacruz/LK16S006/16SKalan16S006-162-16S_S163_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-162-16S_S163_L001_R2_001.fastq.gz		WM1-060122-D-E-U-3	WM1	60122	5	D	E	U	3	Gauze in PBS	WM1-5-D-E-U
Kalan16S006-163	/Users/karindadelacruz/LK16S006/16SKalan16S006-163-16S_S164_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-163-16S_S164_L001_R2_001.fastq.gz		WM1-060122-V-E-U-1	WM1	60122	5	V	E	U	1	Gauze in PBS	WM1-5-V-E-U
Kalan16S006-164	/Users/karindadelacruz/LK16S006/16SKalan16S006-164-16S_S165_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-164-16S_S165_L001_R2_001.fastq.gz		WM1-060122-V-E-U-2	WM1	60122	5	V	E	U	2	Gauze in PBS	WM1-5-V-E-U
Kalan16S006-165	/Users/karindadelacruz/LK16S006/16SKalan16S006-165-16S_S166_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-165-16S_S166_L001_R2_001.fastq.gz		WM1-060122-V-E-U-3	WM1	60122	5	V	E	U	3	Gauze in PBS	WM1-5-V-E-U
Kalan16S006-166	/Users/karindadelacruz/LK16S006/16SKalan16S006-166-16S_S167_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-166-16S_S167_L001_R2_001.fastq.gz		WM1-060122-V-B-A-1	WM1	60122	5	V	B	A	1	Gauze in PBS	WM1-5-V-B-A
Kalan16S006-167	/Users/karindadelacruz/LK16S006/16SKalan16S006-167-16S_S168_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-167-16S_S168_L001_R2_001.fastq.gz		WM1-060122-V-E-A-1	WM1	60122	5	V	E	A	1	Gauze in PBS	WM1-5-V-E-A
Kalan16S006-168	/Users/karindadelacruz/LK16S006/16SKalan16S006-168-16S_S169_L001_R1_001.fastq.gz	/Users/karindadelacruz/LK16S006/16SKalan16S006-168-16S_S169_L001_R2_001.fastq.gz		WM1-060122-V-E-A-2	WM1	60122	5	V	E	A	2	Gauze in PBS	WM1-5-V-E-A
